,Heuristica,Configuração,Média,Desvio Padrão,Tempo médio,K,Problema
1,Genético,"{'pop_size': 10, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",265.31843224363445,4.702464351691113,1.015625,10,Iris
2,Genético,"{'pop_size': 10, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",269.96559578468475,2.142550975861541,1.015625,10,Iris
3,Genético,"{'pop_size': 10, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",267.9620202736655,1.9877262802386726,1.015625,10,Iris
4,Genético,"{'pop_size': 10, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",272.7717846902493,1.933389093989675,1.0203125,10,Iris
5,Genético,"{'pop_size': 10, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",268.4565089380349,4.767370030527272,1.0171875,10,Iris
6,Genético,"{'pop_size': 30, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",277.6057760446846,1.1511942276809175,1.0375,10,Iris
7,Genético,"{'pop_size': 30, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",275.5891977509833,1.0855361734995888,1.034375,10,Iris
8,Genético,"{'pop_size': 30, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",276.79028632744627,1.2551573595843677,1.034375,10,Iris
9,Genético,"{'pop_size': 30, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",275.8150962454274,2.0560421069599446,1.0421875,10,Iris
10,Genético,"{'pop_size': 30, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",275.3158998392851,1.8741952356311053,1.0421875,10,Iris
11,Genético,"{'pop_size': 30, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",276.2154940107978,1.135728354842611,1.034375,10,Iris
12,Genético,"{'pop_size': 50, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",276.14739649419005,1.3532051432068692,1.0515625,10,Iris
13,Genético,"{'pop_size': 50, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",275.71878265296556,1.7316021431131154,1.0546875,10,Iris
14,Genético,"{'pop_size': 50, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",277.1577321172269,1.2683555586311033,1.065625,10,Iris
15,Genético,"{'pop_size': 50, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",276.6266459615719,1.0917276620671335,1.05,10,Iris
16,Genético,"{'pop_size': 50, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",276.4550624104759,2.0009339759088713,1.0703125,10,Iris
17,Genético,"{'pop_size': 50, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",275.8904007503464,1.0676504952809607,1.0703125,10,Iris
0,Grasp,"{'numIter': 20, 'numBest': 5, 'max_time': 1}",275.85873586061894,0.41546141513546114,1.0625,10,Iris
1,Grasp,"{'numIter': 20, 'numBest': 10, 'max_time': 1}",276.0705149188031,0.1104900977065654,1.0953125,10,Iris
2,Grasp,"{'numIter': 20, 'numBest': 15, 'max_time': 1}",277.42690594115913,0.4980730782571647,1.0890625,10,Iris
3,Grasp,"{'numIter': 50, 'numBest': 5, 'max_time': 1}",276.96699303199614,0.14698269102320863,1.0390625,10,Iris
4,Grasp,"{'numIter': 50, 'numBest': 10, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.05,10,Iris
5,Grasp,"{'numIter': 50, 'numBest': 15, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.075,10,Iris
6,Grasp,"{'numIter': 100, 'numBest': 5, 'max_time': 1}",277.86472390419095,5.684341886080802e-14,1.0328125,10,Iris
7,Grasp,"{'numIter': 100, 'numBest': 10, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.0546875,10,Iris
8,Grasp,"{'numIter': 100, 'numBest': 15, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.0953125,10,Iris
9,Grasp,"{'numIter': 200, 'numBest': 5, 'max_time': 1}",277.86472390419095,5.684341886080802e-14,1.03125,10,Iris
10,Grasp,"{'numIter': 200, 'numBest': 10, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.0359375,10,Iris
11,Grasp,"{'numIter': 200, 'numBest': 15, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.059375,10,Iris
12,Grasp,"{'numIter': 350, 'numBest': 5, 'max_time': 1}",277.8043473551761,0.1811296470445086,1.0484375,10,Iris
13,Grasp,"{'numIter': 350, 'numBest': 10, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.0453125,10,Iris
14,Grasp,"{'numIter': 350, 'numBest': 15, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.0796875,10,Iris
15,Grasp,"{'numIter': 500, 'numBest': 5, 'max_time': 1}",277.86472390419095,5.684341886080802e-14,1.04375,10,Iris
16,Grasp,"{'numIter': 500, 'numBest': 10, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.053125,10,Iris
17,Grasp,"{'numIter': 500, 'numBest': 15, 'max_time': 1}",277.64879333505615,5.684341886080802e-14,1.06875,10,Iris
0,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",261.3870625751928,5.6516452771750165,1.015625,13,Iris
1,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",261.87481615984996,5.254957981754232,1.015625,13,Iris
2,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",260.2790180691568,8.429814837516346,1.015625,13,Iris
3,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",261.10957151284026,6.7072391089311765,1.015625,13,Iris
4,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",267.76402330131316,3.9183055221099554,1.015625,13,Iris
5,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",260.71599815069055,5.85649325689903,1.015625,13,Iris
6,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",260.79818743448084,4.029391626705417,1.015625,13,Iris
7,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",261.21077220950923,4.392053640402214,1.015625,13,Iris
8,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",263.726333768838,3.756723366648253,1.015625,13,Iris
9,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",259.8942324611579,5.395655920695218,1.015625,13,Iris
10,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",260.55273886958895,4.597411536673755,1.015625,13,Iris
11,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",263.914022059875,4.127352805258252,1.015625,13,Iris
12,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",261.8850153555459,5.193842167134817,1.015625,13,Iris
13,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",260.80580868540665,3.979614065771844,1.015625,13,Iris
14,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",262.5268423549721,6.640450761479147,1.015625,13,Iris
