,Heuristica,Configuração,Média,Desvio Padrão,Tempo médio,K
12,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",270.00907522169433,4.98414129601672,1.015625,13
13,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",269.19476659741014,7.3707469650777275,1.015625,13
14,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",270.14348391943497,6.693304142444459,1.015625,13
15,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",274.10592393777017,4.0402809584072665,1.015625,13
16,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",270.17457368915365,6.77574498941647,1.015625,13
17,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",268.88131772560433,7.000498484273707,1.015625,13
0,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",257.1778248740533,7.357982708088531,1.015625,22
1,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",258.6208326938556,6.213937981454743,1.015625,22
2,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",256.361172259736,8.119698017392725,1.015625,22
3,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",260.0274462745494,5.285066973731127,1.015625,22
4,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",256.455113731623,7.969590853986621,1.015625,22
5,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",259.0598728683518,6.587197357853983,1.015625,22
6,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",259.5979212062976,5.69627010946756,1.015625,22
7,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",260.780724511356,7.21215460233114,1.015625,22
8,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",261.82925257294437,5.861432422877282,1.015625,22
9,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",256.55804042742255,5.1181074071825075,1.015625,22
10,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",260.82878347356683,4.70291326915458,1.015625,22
11,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",258.12937861042013,6.911173544289054,1.015625,22
12,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",261.20616946825106,3.8860908263543035,1.015625,22
13,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",257.76063886292746,10.343864841654957,1.015625,22
14,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",256.80583919813387,5.4584166987306535,1.015625,22
15,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",260.07501007083056,6.048476473291231,1.015625,22
16,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",261.6202602569916,3.5430393528993944,1.015625,22
17,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",259.1084159353963,8.133635712112282,1.015625,22
